,artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
6150,Gustave Dore,,illustration,2280.0,1820.0,1433921.0,wikiart,Romanticism,"The Inferno, Canto 34",train_and_test,False,22862.jpg
6152,Gustave Dore,,illustration,2283.0,1817.0,1371854.0,wikiart,Romanticism,"The Inferno, Canto 8",train_and_test,True,65048.jpg
6167,Gustave Dore,,illustration,2280.0,1817.0,1167102.0,wikiart,Romanticism,"The Inferno, Canto 32",train_and_test,True,75263.jpg
6183,Gustave Dore,,illustration,2287.0,1808.0,1535677.0,wikiart,Romanticism,"The Inferno, Canto 8",train_and_test,True,17188.jpg
6194,Pablo Picasso,1905,genre painting,1669.0,2475.0,688607.0,wikiart,Symbolism,Hurdy-gurdy,train_and_test,True,27194.jpg
6222,Gustave Dore,,illustration,2265.0,1818.0,1640937.0,wikiart,Romanticism,"The Inferno, Canto 28",train_and_test,True,7.jpg
6228,Gustave Dore,,illustration,2264.0,1817.0,1482054.0,wikiart,Romanticism,"The Inferno, Canto 21",train_and_test,True,47545.jpg
6229,Pablo Picasso,1905,portrait,1789.0,2299.0,618752.0,wikipedia,Expressionism,Woman with a Fan,train_and_test,True,62728.jpg
6239,Gustave Dore,,illustration,2299.0,1787.0,1541977.0,wikiart,Romanticism,"The Inferno, Canto 32",train_and_test,True,74017.jpg
6248,Gustave Dore,,illustration,2261.0,1814.0,1737439.0,wikiart,Romanticism,"The Inferno, Canto 30",train_and_test,True,788.jpg
6251,Gustave Dore,,illustration,2271.0,1805.0,1195315.0,wikiart,Romanticism,"The Inferno, Canto 18",train_and_test,True,45917.jpg
6264,Gustave Dore,,illustration,2261.0,1811.0,1584832.0,wikiart,Romanticism,"The Inferno, Canto 33",train_and_test,True,16758.jpg
6270,Gustave Dore,,illustration,2271.0,1802.0,1481331.0,wikiart,Romanticism,"The Inferno, Canto 33",train_and_test,True,90313.jpg
6281,Gustave Dore,,illustration,1808.0,2261.0,1397503.0,wikiart,Romanticism,"The Inferno, Canto 5",train_and_test,False,74444.jpg
6290,Gustave Dore,,illustration,2285.0,1787.0,1491723.0,wikiart,Romanticism,"The Inferno, Canto 15",train_and_test,True,93631.jpg
6293,Gustave Dore,,illustration,2261.0,1805.0,1592849.0,wikiart,Romanticism,"The Inferno, Canto 7",train_and_test,True,43966.jpg
6296,Gustave Dore,,illustration,2279.0,1790.0,1582359.0,wikiart,Romanticism,"The Inferno, Canto 13",train_and_test,False,42753.jpg
6298,Pablo Picasso,1906,nude painting (nu),1793.0,2275.0,708621.0,wikiart,Expressionism,Bust of nude woman,train_and_test,True,31554.jpg
6303,Pablo Picasso,1906,portrait,1806.0,2258.0,595111.0,wikiart,Expressionism,Portrait of Gertrude Stein,train_and_test,True,96298.jpg
6313,Gustave Dore,,illustration,2277.0,1789.0,1746227.0,wikiart,Romanticism,"The Inferno, Canto 24",train_and_test,True,75900.jpg
6316,Gustave Dore,,illustration,1786.0,2280.0,1665361.0,wikiart,Romanticism,"The Inferno, Canto 22",train_and_test,True,60516.jpg
6317,Gustave Dore,,illustration,2252.0,1808.0,1196071.0,wikiart,Romanticism,"The Inferno, Canto 32",train_and_test,True,53020.jpg
6327,Pablo Picasso,c.1902,genre painting,1662.0,2447.0,427435.0,wikiart,Expressionism,Melancholy woman,train_and_test,False,34681.jpg
6352,Gustave Dore,,illustration,2252.0,1799.0,1469733.0,wikiart,Romanticism,"The Inferno, Canto 12",train_and_test,False,70268.jpg
6359,Gustave Dore,,illustration,1802.0,2246.0,1598473.0,wikiart,Romanticism,"The Inferno, Canto 12",train_and_test,True,77709.jpg
6368,Gustave Dore,,illustration,1790.0,2259.0,1375749.0,wikiart,Romanticism,"The Inferno, Canto 5",train_and_test,True,3687.jpg
6377,Gustave Dore,,illustration,2239.0,1805.0,1433530.0,wikiart,Romanticism,"The Inferno, Canto 9",train_and_test,True,50271.jpg
6380,Gustave Dore,,illustration,1786.0,2261.0,1438536.0,wikiart,Romanticism,"The Inferno, Canto 19",train_and_test,True,9086.jpg
6389,Gustave Dore,,illustration,1780.0,2267.0,1428946.0,wikiart,Romanticism,"The Inferno, Canto 18",train_and_test,True,82556.jpg
6397,Pablo Picasso,1904,genre painting,1772.0,2275.0,499652.0,wikiart,Expressionism,Two figures,train_and_test,True,76208.jpg
6410,Gustave Dore,,illustration,2264.0,1777.0,1485427.0,wikiart,Romanticism,"The Inferno, Canto 33",train_and_test,True,32955.jpg
6425,Gustave Dore,,illustration,2252.0,1783.0,1425075.0,wikiart,Romanticism,"The Inferno, Canto 21",train_and_test,False,85764.jpg
6438,Gustave Dore,,illustration,2267.0,1768.0,1497886.0,wikiart,Romanticism,"The Inferno, Canto 12",train_and_test,True,27545.jpg
6446,Gustave Dore,,illustration,1780.0,2251.0,1661998.0,wikiart,Romanticism,"The Inferno, Canto 5",train_and_test,True,19289.jpg
6451,Gustave Dore,,illustration,1783.0,2246.0,1261491.0,wikiart,Romanticism,"The Inferno, Canto 34",train_and_test,True,29443.jpg
6461,Gustave Dore,,illustration,2237.0,1789.0,1316555.0,wikiart,Romanticism,"The Inferno, Canto 6",train_and_test,False,11505.jpg
6463,Gustave Dore,,illustration,1786.0,2240.0,1705206.0,wikiart,Romanticism,"The Inferno, Canto 30",train_and_test,True,103127.jpg
6467,Pablo Picasso,1903,portrait,1796.0,2227.0,656108.0,wikiart,Expressionism,Portrait of seniora Soler (Girl in a chemise),train_and_test,True,59233.jpg
6474,Gustave Dore,,illustration,2262.0,1767.0,1529630.0,wikiart,Romanticism,"The Inferno, Canto 22",train_and_test,True,48706.jpg
6505,Gustave Dore,,illustration,2249.0,1771.0,1568003.0,wikiart,Romanticism,"The Inferno, Canto 13",train_and_test,True,56039.jpg
6517,Gustave Dore,,illustration,1790.0,2221.0,1411920.0,wikiart,Romanticism,"The Inferno, Canto 9",train_and_test,True,18772.jpg
6545,Gustave Dore,,illustration,2227.0,1779.0,1656183.0,wikiart,Romanticism,"The Inferno, Canto 31",train_and_test,True,19267.jpg
6625,Pablo Picasso,1905,nude painting (nu),1277.0,3080.0,798407.0,wikiart,Expressionism,Young naked girl with flower basket,train_and_test,True,15630.jpg
6705,Gustave Dore,,illustration,1749.0,2230.0,1140315.0,wikiart,Romanticism,"The Inferno, Canto 34",train_and_test,True,93210.jpg
6785,Pablo Picasso,1895,portrait,1573.0,2454.0,614828.0,wikiart,Realism,The barefoot girl,train_and_test,True,35824.jpg
6856,Pablo Picasso,1905,genre painting,1796.0,2131.0,500807.0,wikiart,Post-Impressionism,The three dutchwoman,train_and_test,False,33672.jpg
6932,Pablo Picasso,1906,nude painting (nu),1546.0,2454.0,578281.0,wikiart,Expressionism,Seated woman with her legs crossed,train_and_test,False,57356.jpg
6963,Pablo Picasso,1902,genre painting,1796.0,2104.0,591817.0,wikiart,Symbolism,Mother and child,train_and_test,True,50435.jpg
7020,Pablo Picasso,1905,genre painting,1535.0,2447.0,544429.0,wikiart,Symbolism,Girl on the ball,train_and_test,True,35091.jpg
7074,Pablo Picasso,1904,genre painting,1522.0,2454.0,759390.0,wikiart,Expressionism,The ironer,train_and_test,True,86760.jpg
7102,Zdislav Beksinski,,symbolic painting,1702.0,2188.0,599268.0,wikiart,Surrealism,Untitled,train_and_test,True,56586.jpg
7145,Pablo Picasso,1905,genre painting,1960.0,1894.0,578118.0,wikiart,Expressionism,Family of acrobats (Jugglers),train_and_test,False,87795.jpg
7350,Pablo Picasso,1906,nude painting (nu),1477.0,2454.0,643201.0,wikiart,Expressionism,Two nude women,train_and_test,False,33415.jpg
7402,Zdislav Beksinski,,symbolic painting,1587.0,2268.0,743583.0,wikiart,Surrealism,Untitled,train_and_test,True,35612.jpg
7578,Pablo Picasso,1906,genre painting,1433.0,2461.0,573335.0,wikiart,Expressionism,Boy leading a horse,train_and_test,True,82726.jpg
7678,Marc Chagall,1915,genre painting,2032.0,1715.0,487437.0,wikiart,Naïve Art (Primitivism),The Birthday,train_and_test,True,96121.jpg
7719,Pablo Picasso,1906,genre painting,1409.0,2457.0,524144.0,wikiart,Expressionism,Hairdressing,train_and_test,True,51267.jpg
7894,Pablo Picasso,1906,self-portrait,1660.0,2051.0,411719.0,wikiart,Expressionism,Self-Portrait,train_and_test,True,24792.jpg
8025,Gustave Dore,,genre painting,1643.0,2048.0,1497358.0,wikiart,Romanticism,Amateur From Garden,train_and_test,True,101527.jpg
8079,Pablo Picasso,1899,genre painting,1436.0,2330.0,377425.0,wikiart,Impressionism,Portrait of Josep Cardona,train_and_test,True,26918.jpg
8203,Marc Chagall,1968,genre painting,1834.0,1805.0,564547.0,wikiart,Surrealism,The Big Circus,train_and_test,False,58454.jpg
8344,Marc Chagall,1968,genre painting,1827.0,1791.0,613445.0,wikiart,Surrealism,The Players,train_and_test,True,102647.jpg
8477,Zdislav Beksinski,,symbolic painting,1793.0,1804.0,926964.0,wikiart,Surrealism,Untitled,train_and_test,True,44267.jpg
8478,Pablo Picasso,1903,genre painting,1806.0,1791.0,304888.0,wikiart,Symbolism,Breakfast of a Blind Man,train_and_test,True,52517.jpg
8690,Zdislav Beksinski,,symbolic painting,1560.0,2044.0,879696.0,wikiart,Surrealism,Untitled,train_and_test,False,91936.jpg
8799,Pablo Picasso,1900,genre painting,1793.0,1764.0,435016.0,wikiart,Post-Impressionism,Embrace,train_and_test,True,649.jpg
8818,Zdislav Beksinski,,symbolic painting,1768.0,1787.0,817000.0,wikiart,Surrealism,Untitled,train_and_test,True,81581.jpg
8872,Zdislav Beksinski,,symbolic painting,1786.0,1763.0,954809.0,wikiart,Surrealism,Untitled,train_and_test,True,88244.jpg
8957,Zdislav Beksinski,1984,symbolic painting,1706.0,1837.0,561009.0,wikiart,Surrealism,Untitled,train_and_test,True,15100.jpg
8978,Zdislav Beksinski,,symbolic painting,1750.0,1788.0,943146.0,wikiart,Surrealism,Untitled,train_and_test,False,69114.jpg
9030,Pablo Picasso,1906,genre painting,1429.0,2183.0,522741.0,wikiart,Post-Impressionism,Toilette,train_and_test,False,57253.jpg
9064,Zdislav Beksinski,,symbolic painting,1572.0,1979.0,937442.0,wikiart,Surrealism,Untitled,train_and_test,False,94272.jpg
9142,Zdislav Beksinski,,symbolic painting,1706.0,1815.0,749700.0,wikiart,Surrealism,Untitled,train_and_test,False,80607.jpg
9207,Pablo Picasso,1903,genre painting,1332.0,2312.0,725502.0,wikiart,Post-Impressionism,The Embrace,train_and_test,True,11800.jpg
9225,Pablo Picasso,1896,self-portrait,1422.0,2162.0,505377.0,wikiart,Realism,Self-Portrait,train_and_test,False,81672.jpg
9244,Pablo Picasso,1901,portrait,1502.0,2045.0,278752.0,wikiart,Post-Impressionism,Woman dressed in blue,train_and_test,False,56160.jpg
9300,Zdislav Beksinski,,cityscape,1709.0,1791.0,521707.0,wikiart,Surrealism,Untitled,train_and_test,True,30568.jpg
9370,Pablo Picasso,1901,genre painting,1436.0,2124.0,451092.0,wikiart,Post-Impressionism,The mother leading two children,train_and_test,True,38163.jpg
9408,Zdislav Beksinski,,genre painting,1615.0,1883.0,714160.0,wikiart,Surrealism,Untitled,train_and_test,True,63326.jpg
9410,Pablo Picasso,1901,genre painting,1497.0,2031.0,757953.0,wikiart,Expressionism,The Absinthe Drinker,train_and_test,False,19804.jpg
9444,Zdislav Beksinski,,symbolic painting,1421.0,2136.0,471493.0,wikiart,Surrealism,Untitled,train_and_test,True,37542.jpg
9445,Pablo Picasso,1901,portrait,1315.0,2308.0,567944.0,wikiart,Post-Impressionism,Nana,train_and_test,True,15077.jpg
9447,Pablo Picasso,1899,portrait,1426.0,2128.0,427883.0,wikiart,Impressionism,Lola,train_and_test,False,69961.jpg
9589,Pablo Picasso,1901,self-portrait,1465.0,2051.0,239798.0,wikiart,Expressionism,Self-Portrait,train_and_test,True,44202.jpg
9634,Pablo Picasso,c.1895,nude painting (nu),1479.0,2025.0,618931.0,wikiart,Realism,Academical study,train_and_test,True,85823.jpg
9648,Pablo Picasso,1905,genre painting,1446.0,2069.0,605603.0,wikiart,Expressionism,Young acrobat and clown,train_and_test,False,82385.jpg
9714,Pablo Picasso,c.1902,genre painting,1426.0,2087.0,366327.0,wikiart,Expressionism,Seller of gul,train_and_test,True,68675.jpg
9782,Zdislav Beksinski,,symbolic painting,1655.0,1792.0,591995.0,wikiart,Surrealism,Untitled,train_and_test,True,102858.jpg
9863,Pablo Picasso,1904,nude painting (nu),1443.0,2045.0,510352.0,wikiart,Post-Impressionism,Sleeping nude,train_and_test,True,96954.jpg
9869,Gustave Dore,1852,landscape,1475.0,2000.0,1245649.0,wikiart,Romanticism,The Lost Cow,train_and_test,False,46811.jpg
9887,Pablo Picasso,c.1899,portrait,1491.0,1976.0,511474.0,wikiart,Realism,Portrait of Casagemas,train_and_test,True,19221.jpg
10022,Marc Chagall,1913,genre painting,1517.0,1925.0,375534.0,wikiart,Cubism,The Fiddler ,train_and_test,False,99541.jpg
10110,Ivan Shishkin,,landscape,1429.0,2030.0,1043209.0,wikiart,Realism,The Edge of a Pine Forest,train_and_test,False,39411.jpg
10132,Marc Chagall,1912,still life,1827.0,1585.0,440135.0,wikiart,Cubism,Still life,train_and_test,False,9126.jpg
10182,Marc Chagall,1910,genre painting,1531.0,1885.0,517397.0,wikiart,Naïve Art (Primitivism),The Model,train_and_test,True,72133.jpg
10252,Marc Chagall,1916,genre painting,1851.0,1551.0,342211.0,wikiart,Cubism,The Feast of the Tabernacles,train_and_test,True,29218.jpg
10289,Pablo Picasso,1904,genre painting,1443.0,1984.0,468358.0,wikiart,Post-Impressionism,Sleeping woman (Meditation),train_and_test,True,63511.jpg
10297,Marc Chagall,1911,portrait,1502.0,1905.0,523370.0,wikiart,Naïve Art (Primitivism),Bride with a Fan,train_and_test,True,39076.jpg
10333,Marc Chagall,1912,genre painting,1494.0,1910.0,378827.0,wikiart,Expressionism,The Spoonful of Milk,train_and_test,True,54863.jpg
10343,Marc Chagall,1917,genre painting,1675.0,1702.0,408287.0,wikiart,Expressionism,Peasant Life (The Stable Night Man with Whip),train_and_test,False,102136.jpg
10400,Marc Chagall,1975,genre painting,1520.0,1867.0,423510.0,wikiart,Naïve Art (Primitivism),The large gray circus,train_and_test,False,70723.jpg
10412,Marc Chagall,1926,landscape,1494.0,1896.0,416205.0,wikiart,Naïve Art (Primitivism),Peonies and lilacs,train_and_test,True,81851.jpg
10419,Marc Chagall,1914,genre painting,1480.0,1913.0,273629.0,wikiart,Surrealism,Feast Day (Rabbi with Lemon),train_and_test,True,50216.jpg
10420,Pablo Picasso,1904,portrait,1422.0,1991.0,505695.0,wikiart,Symbolism,The Catalan Sculptor Manolo (Manuel Hugué),train_and_test,True,8497.jpg
10425,Ivan Shishkin,,landscape,2177.0,1300.0,675784.0,wikiart,Realism,Polesye,train_and_test,False,2600.jpg
10426,Zdislav Beksinski,,symbolic painting,1495.0,1893.0,464748.0,wikiart,Surrealism,Untitled,train_and_test,True,60125.jpg
10453,Marc Chagall,1914,religious painting,1479.0,1910.0,273409.0,wikiart,Cubism,The Praying Jew (Rabbi of Vitebsk),train_and_test,False,31495.jpg
10455,Gustave Dore,,religious painting,1493.0,1892.0,473316.0,wikiart,Romanticism,Babylon Fallen,train_and_test,True,62833.jpg
10456,Gustave Dore,,religious painting,1493.0,1892.0,516655.0,wikiart,Romanticism,Samson Destroys the Philistines with an Ass' Jawbone,train_and_test,True,96631.jpg
10457,Gustave Dore,,religious painting,1493.0,1892.0,491805.0,wikiart,Romanticism,Foreign Nations Are Slain by Lions in Samaria,train_and_test,True,77192.jpg
10458,Gustave Dore,1866,religious painting,1493.0,1892.0,524751.0,wikiart,Romanticism,The Vision of the Valley of Dry Bones,train_and_test,True,6035.jpg
10459,Gustave Dore,1866,religious painting,1493.0,1892.0,541610.0,wikiart,Romanticism,The Escape of David through the Window,train_and_test,False,26786.jpg
10460,Gustave Dore,1866,religious painting,1493.0,1892.0,503795.0,wikiart,Romanticism,The Conversion of St. Paul,train_and_test,True,88702.jpg
10461,Gustave Dore,1866,religious painting,1493.0,1892.0,506685.0,wikiart,Romanticism,The Children Destroyed by Bears,train_and_test,True,91559.jpg
10462,Gustave Dore,1866,religious painting,1493.0,1892.0,510907.0,wikiart,Romanticism,Slaughter of the Sons of Zedekiah before their Father,train_and_test,False,54319.jpg
10463,Gustave Dore,c.1868,religious painting,1493.0,1892.0,402033.0,wikiart,Romanticism,The Vision of Death,train_and_test,True,75439.jpg
10464,Gustave Dore,,religious painting,1493.0,1892.0,406414.0,wikiart,Romanticism,St. Peter Delivered From Prison,train_and_test,True,13060.jpg
10465,Gustave Dore,1866,religious painting,1493.0,1892.0,565267.0,wikiart,Romanticism,Death of Samson,train_and_test,True,86266.jpg
10466,Gustave Dore,,religious painting,1493.0,1892.0,534907.0,wikiart,Romanticism,The Descent Of The Spirit,train_and_test,False,7505.jpg
10467,Gustave Dore,,religious painting,1493.0,1892.0,499382.0,wikiart,Romanticism,Cyrus Restores the Vessels of the Temple,train_and_test,True,60455.jpg
10468,Gustave Dore,,religious painting,1493.0,1892.0,501015.0,wikiart,Romanticism,People Mourn over the Destruction of Jerusalem,train_and_test,True,13845.jpg
10477,Pablo Picasso,1902,genre painting,1793.0,1575.0,426762.0,wikiart,Symbolism,Two women sitting at a bar,train_and_test,True,93931.jpg
10489,Gustave Dore,,religious painting,1492.0,1891.0,525003.0,wikiart,Romanticism,Cain and Abel Offering their Sacrifices,train_and_test,True,57006.jpg
10490,Gustave Dore,,religious painting,1492.0,1891.0,359069.0,wikiart,Romanticism,Abishai Saves David's Life,train_and_test,True,79532.jpg
10491,Gustave Dore,1866,religious painting,1492.0,1891.0,428780.0,wikiart,Romanticism,Jesus Blessing the Children,train_and_test,True,6386.jpg
10513,Ivan Shishkin,1884.0,landscape,2000.0,1407.0,438071.0,wikiart,Realism,The Forest Horizons,train_and_test,True,101029.jpg
10518,Gustave Dore,1866,religious painting,1490.0,1888.0,520926.0,wikiart,Romanticism,Jacob Goeth Into Egypt,train_and_test,True,45261.jpg
10519,Gustave Dore,c.1868,illustration,1490.0,1888.0,445032.0,wikiart,Romanticism,A Voyage to the Moon,train_and_test,True,57267.jpg
10520,Gustave Dore,,illustration,1490.0,1888.0,685283.0,wikiart,Romanticism,Hop O My Thumb Climbs to the Top of a Tall Tree to See What He Can See,train_and_test,True,68097.jpg
10528,Ivan Shishkin,1869.0,landscape,1406.0,2000.0,551492.0,wikiart,Realism,Noon in the Neighbourhood of Moscow,train_and_test,True,87070.jpg
10565,Gustave Dore,c.1868,genre painting,1885.0,1488.0,701925.0,wikiart,Romanticism,The Seven League Boots,train_and_test,False,49688.jpg
10572,Gustave Dore,,religious painting,1487.0,1885.0,469515.0,wikiart,Romanticism,Eliezer and Rebekah,train_and_test,False,67887.jpg
10573,Gustave Dore,1866,religious painting,1487.0,1885.0,445060.0,wikiart,Romanticism,Jacob Keeping Laban's Flock,train_and_test,True,89194.jpg
10574,Gustave Dore,1866,religious painting,1487.0,1885.0,489828.0,wikiart,Romanticism,The Dove Sent Forth From The Ark,train_and_test,True,50522.jpg
10583,Pablo Picasso,1905,genre painting,1412.0,1984.0,516696.0,wikiart,Symbolism,Boy with a Dog,train_and_test,True,45296.jpg
10596,Gustave Dore,1866,religious painting,1883.0,1486.0,447644.0,wikiart,Romanticism,Abraham Journeying Into the Land of Canaan,train_and_test,False,56232.jpg
10597,Gustave Dore,1866,religious painting,1486.0,1883.0,496880.0,wikiart,Romanticism,Jacob Wrestling with the Angel,train_and_test,True,34216.jpg
10598,Gustave Dore,1866,religious painting,1486.0,1883.0,379454.0,wikiart,Romanticism,The Burial of Sarah,train_and_test,False,58274.jpg
10610,Marc Chagall,1917,cityscape,1468.0,1905.0,388986.0,wikiart,Cubism,Cemetery Gates,train_and_test,True,26446.jpg
10614,Pablo Picasso,1901,genre painting,1419.0,1970.0,433871.0,wikiart,Post-Impressionism,Child with dove,train_and_test,True,49420.jpg
10615,Marc Chagall,c.1909,self-portrait,1511.0,1850.0,350014.0,wikiart,Expressionism,Self Portrait with Brushes ,train_and_test,False,61526.jpg
10646,Pablo Picasso,1905,nude painting (nu),1530.0,1822.0,448132.0,wikiart,Realism,Dutch girl,train_and_test,True,51115.jpg
10651,Marc Chagall,1910,portrait,1462.0,1905.0,412506.0,wikiart,Expressionism,Woman with a Bouquet,train_and_test,True,99456.jpg
10673,Pablo Picasso,1901,genre painting,1422.0,1956.0,367690.0,wikiart,Expressionism,The Greedy,train_and_test,True,8818.jpg
10675,Marc Chagall,1980,symbolic painting,1700.0,1636.0,389111.0,wikiart,Surrealism,The Grand Parade,train_and_test,True,89961.jpg
10697,Marc Chagall,1947,symbolic painting,1830.0,1517.0,379676.0,wikiart,Surrealism,The Falling Angel,train_and_test,True,43663.jpg
10720,Marc Chagall,1925,genre painting,1534.0,1807.0,262827.0,wikiart,Cubism,The Watering Trough,train_and_test,True,24878.jpg
10726,Marc Chagall,1929,symbolic painting,1457.0,1902.0,463551.0,wikiart,Surrealism,The Rooster,train_and_test,False,10843.jpg
10731,Gustave Dore,1869,mythological painting,2000.0,1385.0,398110.0,wikiart,Romanticism,The Oceanides,train_and_test,True,34823.jpg
10756,Marc Chagall,1953,genre painting,1442.0,1916.0,371750.0,wikiart,Surrealism,Night,train_and_test,True,43952.jpg
10766,Gustave Dore,,genre painting,1488.0,1856.0,670207.0,wikiart,Romanticism,The grasshopper and the ant,train_and_test,True,12861.jpg
10773,Marc Chagall,1911,symbolic painting,1445.0,1910.0,367285.0,wikiart,Cubism,I and the Village,train_and_test,True,93951.jpg
10788,Marc Chagall,1983,genre painting,1454.0,1896.0,351720.0,wikiart,Surrealism,Couple on a Red Background,train_and_test,True,7415.jpg
10821,Marc Chagall,1927,genre painting,1525.0,1802.0,375877.0,wikiart,Cubism,Lovers with Flowers,train_and_test,True,102662.jpg
10841,Ivan Shishkin,1891.0,landscape,2111.0,1300.0,688806.0,wikiart,Realism,Rain in the Oak Forest,train_and_test,True,3521.jpg
10865,Marc Chagall,1925,genre painting,1437.0,1905.0,437381.0,wikiart,Naïve Art (Primitivism),Lovers under lilies,train_and_test,True,10373.jpg
10872,Pablo Picasso,1901,portrait,1345.0,2033.0,319218.0,wikiart,Post-Impressionism,Portrait of Petrus Manach,train_and_test,True,79949.jpg
10889,Pablo Picasso,1901,genre painting,1446.0,1888.0,298595.0,wikiart,Expressionism,The absinthe drinker,train_and_test,True,88157.jpg
10901,Marc Chagall,1914,self-portrait,1531.0,1782.0,317584.0,wikiart,Naïve Art (Primitivism),Self Portrait,train_and_test,True,6703.jpg
10910,Marc Chagall,1975,genre painting,1431.0,1905.0,446652.0,wikiart,Naïve Art (Primitivism),Rest,train_and_test,True,44520.jpg
10929,Pablo Picasso,1903,genre painting,1803.0,1510.0,368204.0,wikiart,Expressionism,The soup,train_and_test,True,70815.jpg
10933,Marc Chagall,1908,nude painting (nu),1425.0,1910.0,405223.0,wikiart,Expressionism,Red Nude Sitting Up,train_and_test,True,95345.jpg
10976,Ivan Shishkin,1883.0,landscape,2000.0,1355.0,901808.0,wikiart,Realism,In The Birch Tree Forest ,train_and_test,False,85584.jpg
10991,Marc Chagall,1913,religious painting,1417.0,1910.0,355179.0,wikiart,Cubism,Jew at Prayer,train_and_test,False,22335.jpg
11031,Marc Chagall,1971,symbolic painting,1411.0,1910.0,439745.0,wikiart,Naïve Art (Primitivism),In Front of the Picture,train_and_test,True,30889.jpg
11035,Marc Chagall,1938,religious painting,1522.0,1770.0,431732.0,wikiart,Naïve Art (Primitivism),White Crucifixion,train_and_test,False,75069.jpg
11039,Marc Chagall,1945,symbolic painting,1422.0,1893.0,460566.0,wikiart,Surrealism,The soul of the city,train_and_test,False,10521.jpg
11061,Marc Chagall,1917,cityscape,1841.0,1458.0,450323.0,wikiart,Cubism,Vitebsk from mount Zadunov,train_and_test,True,30067.jpg
11102,Zdislav Beksinski,,symbolic painting,1509.0,1774.0,591748.0,wikiart,Surrealism,Untitled,train_and_test,False,58547.jpg
11119,Ivan Shishkin,1887.0,landscape,2056.0,1300.0,594296.0,wikiart,Realism,Oak Grove,train_and_test,False,4238.jpg
11130,Marc Chagall,1948,symbolic painting,1400.0,1908.0,404050.0,wikiart,Surrealism,The tree of life,train_and_test,True,45602.jpg
11132,Marc Chagall,1919,portrait,1402.0,1905.0,299092.0,wikiart,Expressionism,Musician with violin,train_and_test,True,18454.jpg
11168,Pablo Picasso,1901,genre painting,1795.0,1484.0,659433.0,wikiart,Expressionism,Pablo Picasso and Sebastìa Junyer-Vidal arrives to Paris,train_and_test,False,21025.jpg
